data_captura,codigo_composicao,descricao_composicao,unidade_composicao,codigo_item,descricao_item,unidade_item,tipo_item,coeficiente
2026-07-22,01207661,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.07095046854083
2026-07-22,01207661,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01207661,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01207661,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01207661,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.44622936189201245
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.44622936189201245
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.8924587237840249
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01208361,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.9232331625351983
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.9232331625351983
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.8464663250703965
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207669,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.8309098462816784
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.8309098462816784
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.6618196925633568
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207668,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.6924248719013988
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.6924248719013988
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.3848497438027976
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207667,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.5539398975211189
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.5539398975211189
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.1078797950422379
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01208369,Concreto projetado via úmida fck = 30 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01207682,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 20 a 40 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.09842519685039369
2026-07-22,01207682,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.19685039370078738
2026-07-22,01207681,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 40 a 60 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.08291873963515754
2026-07-22,01207681,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.16583747927031509
2026-07-22,01207729,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 60 a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.07052186177715092
2026-07-22,01207729,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.14104372355430184
2026-07-22,01208333,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção superior a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.056242969628796394
2026-07-22,01208333,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe I com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.11248593925759279
2026-07-22,01207688,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 20 a 40 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.11590373036156168
2026-07-22,01207688,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.23180746072312336
2026-07-22,01207687,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 40 a 60 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.09541984732824427
2026-07-22,01207687,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.19083969465648853
2026-07-22,01207686,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 60 a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.07980845969672785
2026-07-22,01207686,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.1596169193934557
2026-07-22,01208341,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção superior a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.0632111251580278
2026-07-22,01208341,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe II com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.1264222503160556
2026-07-22,01207694,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 20 a 40 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.1394466755912539
2026-07-22,01207694,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.2788933511825078
2026-07-22,01207693,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 40 a 60 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.11155734047300311
2026-07-22,01207693,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.22311468094600623
2026-07-22,01207692,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 60 a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.0881057268722467
2026-07-22,01207692,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.1762114537444934
2026-07-22,01208349,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção superior a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.06877579092159561
2026-07-22,01208349,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe III com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.13755158184319122
2026-07-22,01207660,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 20 a 40 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.17273394653884355
2026-07-22,01207660,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.3454678930776871
2026-07-22,01207699,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 40 a 60 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.13287217829320372
2026-07-22,01207699,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.26574435658640744
2026-07-22,01207698,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 60 a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.10575542155168584
2026-07-22,01207698,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.21151084310337168
2026-07-22,01208357,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção superior a 90 m²,m³,E9793,Robot para concreto projetado com capacidade de 30 m³/h - 70 kW - com compressor diesel,1,INSUMO,0.07849293563579278
2026-07-22,01208357,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe IV com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.15698587127158556
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.6693440428380187
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.6693440428380187
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.3386880856760375
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01207666,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 20 a 40 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.5949724825226833
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.5949724825226833
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.1899449650453666
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01207665,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 40 a 60 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.535475234270415
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.535475234270415
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.07095046854083
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01207664,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção de 60 a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.44622936189201245
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.44622936189201245
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,0.8924587237840249
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.00889
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01067
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01481
2026-07-22,01208365,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe V com seção superior a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13333
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.9232331625351983
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.9232331625351983
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.8464663250703965
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207672,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 20 a 40 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.8309098462816784
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.8309098462816784
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.6618196925633568
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207671,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 40 a 60 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.6924248719013988
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.6924248719013988
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.3848497438027976
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01207670,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção de 60 a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,E9790,"Bomba para concreto projetado via úmida com capacidade de 10 m³/h - 14,70 kW",1,INSUMO,0.5539398975211189
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,E9671,"Compressor de ar portátil de 363,87 l/s (771 PCM) - 158,13 kW",1,INSUMO,0.5539398975211189
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,P9885,Frentista de túnel,h,INSUMO,1.1078797950422379
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0350,Bico para bomba de projeção,un,INSUMO,0.0092
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0347,Disco de aço para bomba de projeção via úmida,un,INSUMO,0.01103
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0349,Disco de borracha para bomba de projeção via úmida,un,INSUMO,0.01533
2026-07-22,01208373,Concreto projetado via úmida fck = 40 MPa aplicado em túneis classe VI com seção superior a 90 m²,m³,M0351,Mangote para bomba de projeção,m,INSUMO,0.13793
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,E9205,"Equipamento de corte a plasma CNC - 12.000 x 5.500 mm - 19,5 kW",1,INSUMO,0.01015744032503809
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,E9754,Grupo gerador - 68 kVA,1,INSUMO,0.01015744032503809
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,P9801,Ajudante,h,INSUMO,0.02031488065007618
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0639,Bico para corte a plasma CNC - 130A,un,INSUMO,0.00062
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0640,Bocal para corte a plasma CNC - 130A,un,INSUMO,0.00016
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0641,Capa do bico para corte a plasma CNC - 130A,un,INSUMO,6e-05
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0642,Capa do bocal para corte a plasma CNC - 130A,un,INSUMO,6e-05
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0643,Distribuidor de gás para corte a plasma CNC - 130A,un,INSUMO,7e-05
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0644,Eletrodo para corte a plasma CNC - 130A,un,INSUMO,0.00062
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M1795,Gás oxigênio,m³,INSUMO,0.11799
2026-07-22,01400976,"Corte a plasma CNC em chapa com espessura de 6,3 a 10 mm",m,M0645,Tubo de água para corte a plasma CNC - 130A,un,INSUMO,6e-05
2026-07-22,01400970,Corte a plasma manual em chapa de aço-carbono com espessura de 4 a 8 mm,m,E9251,Fonte de plasma para corte manual - 65A - 15 kW,1,INSUMO,0.015460729746444031
2026-07-22,01400970,Corte a plasma manual em chapa de aço-carbono com espessura de 4 a 8 mm,m,E9763,Grupo gerador - 40 kVA,1,INSUMO,0.015460729746444031
2026-07-22,01400970,Corte a plasma manual em chapa de aço-carbono com espessura de 4 a 8 mm,m,P9801,Ajudante,h,INSUMO,0.015460729746444031
